timestamp,ecg,reconstructed_time
2025-11-07 19:03:06.073380,-159,2025-11-07 19:03:06.073380000
2025-11-07 19:03:06.073380,25087,2025-11-07 19:03:06.081072308
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.088764615
2025-11-07 19:03:06.073380,-159,2025-11-07 19:03:06.096456923
2025-11-07 19:03:06.073380,26367,2025-11-07 19:03:06.104149231
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.111841538
2025-11-07 19:03:06.073380,-152,2025-11-07 19:03:06.119533846
2025-11-07 19:03:06.073380,27647,2025-11-07 19:03:06.127226154
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.134918462
2025-11-07 19:03:06.073380,-152,2025-11-07 19:03:06.142610769
2025-11-07 19:03:06.073380,26879,2025-11-07 19:03:06.150303077
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.157995385
2025-11-07 19:03:06.073380,-147,2025-11-07 19:03:06.165687692
2025-11-07 19:03:06.073380,28159,2025-11-07 19:03:06.173380000
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.181072308
2025-11-07 19:03:06.073380,-145,2025-11-07 19:03:06.188764615
2025-11-07 19:03:06.073380,29951,2025-11-07 19:03:06.196456923
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.204149231
2025-11-07 19:03:06.073380,-138,2025-11-07 19:03:06.211841538
2025-11-07 19:03:06.073380,30463,2025-11-07 19:03:06.219533846
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.227226154
2025-11-07 19:03:06.073380,-140,2025-11-07 19:03:06.234918462
2025-11-07 19:03:06.073380,31231,2025-11-07 19:03:06.242610769
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.250303077
2025-11-07 19:03:06.073380,-133,2025-11-07 19:03:06.257995385
2025-11-07 19:03:06.073380,31743,2025-11-07 19:03:06.265687692
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.273380000
2025-11-07 19:03:06.073380,-130,2025-11-07 19:03:06.281072308
2025-11-07 19:03:06.073380,-32513,2025-11-07 19:03:06.288764615
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.296456923
2025-11-07 19:03:06.073380,-128,2025-11-07 19:03:06.304149231
2025-11-07 19:03:06.073380,32511,2025-11-07 19:03:06.311841538
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.319533846
2025-11-07 19:03:06.073380,-126,2025-11-07 19:03:06.327226154
2025-11-07 19:03:06.073380,-31233,2025-11-07 19:03:06.334918462
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.342610769
2025-11-07 19:03:06.073380,-119,2025-11-07 19:03:06.350303077
2025-11-07 19:03:06.073380,-27137,2025-11-07 19:03:06.357995385
2025-11-07 19:03:06.073380,-1,2025-11-07 19:03:06.365687692
