timestamp,ecg,reconstructed_time
2025-11-07 10:56:55.833033,-30,2025-11-07 10:56:55.833033000
2025-11-07 10:56:55.833033,-6913,2025-11-07 10:56:55.840725308
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:55.848417615
2025-11-07 10:56:55.833033,-21,2025-11-07 10:56:55.856109923
2025-11-07 10:56:55.833033,-1537,2025-11-07 10:56:55.863802231
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:55.871494538
2025-11-07 10:56:55.833033,2,2025-11-07 10:56:55.879186846
2025-11-07 10:56:55.833033,512,2025-11-07 10:56:55.886879154
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:55.894571462
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:55.902263769
2025-11-07 10:56:55.833033,-512,2025-11-07 10:56:55.909956077
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:55.917648385
2025-11-07 10:56:55.833033,-4,2025-11-07 10:56:55.925340692
2025-11-07 10:56:55.833033,255,2025-11-07 10:56:55.933033000
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:55.940725308
2025-11-07 10:56:55.833033,2,2025-11-07 10:56:55.948417615
2025-11-07 10:56:55.833033,-512,2025-11-07 10:56:55.956109923
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:55.963802231
2025-11-07 10:56:55.833033,-11,2025-11-07 10:56:55.971494538
2025-11-07 10:56:55.833033,-3841,2025-11-07 10:56:55.979186846
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:55.986879154
2025-11-07 10:56:55.833033,-16,2025-11-07 10:56:55.994571462
2025-11-07 10:56:55.833033,-2561,2025-11-07 10:56:56.002263769
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:56.009956077
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:56.017648385
2025-11-07 10:56:55.833033,3584,2025-11-07 10:56:56.025340692
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:56.033033000
2025-11-07 10:56:55.833033,19,2025-11-07 10:56:56.040725308
2025-11-07 10:56:55.833033,4864,2025-11-07 10:56:56.048417615
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:56.056109923
2025-11-07 10:56:55.833033,11,2025-11-07 10:56:56.063802231
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:56.071494538
2025-11-07 10:56:55.833033,0,2025-11-07 10:56:56.079186846
2025-11-07 10:56:55.833033,-14,2025-11-07 10:56:56.086879154
2025-11-07 10:56:55.833033,-4609,2025-11-07 10:56:56.094571462
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:56.102263769
2025-11-07 10:56:55.833033,-11,2025-11-07 10:56:56.109956077
2025-11-07 10:56:55.833033,-2049,2025-11-07 10:56:56.117648385
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:56.125340692
2025-11-07 10:56:55.833033,-9,2025-11-07 10:56:56.133033000
2025-11-07 10:56:55.833033,-1537,2025-11-07 10:56:56.140725308
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:56.148417615
2025-11-07 10:56:55.833033,-11,2025-11-07 10:56:56.156109923
2025-11-07 10:56:55.833033,-11265,2025-11-07 10:56:56.163802231
2025-11-07 10:56:55.833033,-1,2025-11-07 10:56:56.171494538
