timestamp,ecg,reconstructed_time
2025-11-07 19:08:35.788761,-76,2025-11-07 19:08:35.788761000
2025-11-07 19:08:35.788761,-19201,2025-11-07 19:08:35.796453308
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.804145615
2025-11-07 19:08:35.788761,-76,2025-11-07 19:08:35.811837923
2025-11-07 19:08:35.788761,-18433,2025-11-07 19:08:35.819530231
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.827222538
2025-11-07 19:08:35.788761,-73,2025-11-07 19:08:35.834914846
2025-11-07 19:08:35.788761,-19713,2025-11-07 19:08:35.842607154
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.850299462
2025-11-07 19:08:35.788761,-69,2025-11-07 19:08:35.857991769
2025-11-07 19:08:35.788761,-13057,2025-11-07 19:08:35.865684077
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.873376385
2025-11-07 19:08:35.788761,-59,2025-11-07 19:08:35.881068692
2025-11-07 19:08:35.788761,-15361,2025-11-07 19:08:35.888761000
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.896453308
2025-11-07 19:08:35.788761,-45,2025-11-07 19:08:35.904145615
2025-11-07 19:08:35.788761,-10497,2025-11-07 19:08:35.911837923
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.919530231
2025-11-07 19:08:35.788761,-54,2025-11-07 19:08:35.927222538
2025-11-07 19:08:35.788761,-12289,2025-11-07 19:08:35.934914846
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.942607154
2025-11-07 19:08:35.788761,-45,2025-11-07 19:08:35.950299462
2025-11-07 19:08:35.788761,-13057,2025-11-07 19:08:35.957991769
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.965684077
2025-11-07 19:08:35.788761,-49,2025-11-07 19:08:35.973376385
2025-11-07 19:08:35.788761,-9985,2025-11-07 19:08:35.981068692
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:35.988761000
2025-11-07 19:08:35.788761,-42,2025-11-07 19:08:35.996453308
2025-11-07 19:08:35.788761,-9473,2025-11-07 19:08:36.004145615
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.011837923
2025-11-07 19:08:35.788761,-9,2025-11-07 19:08:36.019530231
2025-11-07 19:08:35.788761,255,2025-11-07 19:08:36.027222538
2025-11-07 19:08:35.788761,0,2025-11-07 19:08:36.034914846
2025-11-07 19:08:35.788761,-11,2025-11-07 19:08:36.042607154
2025-11-07 19:08:35.788761,-2561,2025-11-07 19:08:36.050299462
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.057991769
2025-11-07 19:08:35.788761,-16,2025-11-07 19:08:36.065684077
2025-11-07 19:08:35.788761,-9985,2025-11-07 19:08:36.073376385
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.081068692
2025-11-07 19:08:35.788761,-59,2025-11-07 19:08:36.088761000
2025-11-07 19:08:35.788761,-16129,2025-11-07 19:08:36.096453308
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.104145615
2025-11-07 19:08:35.788761,-71,2025-11-07 19:08:36.111837923
2025-11-07 19:08:35.788761,-19201,2025-11-07 19:08:36.119530231
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.127222538
2025-11-07 19:08:35.788761,-71,2025-11-07 19:08:36.134914846
2025-11-07 19:08:35.788761,-17921,2025-11-07 19:08:36.142607154
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.150299462
2025-11-07 19:08:35.788761,-73,2025-11-07 19:08:36.157991769
2025-11-07 19:08:35.788761,-16641,2025-11-07 19:08:36.165684077
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.173376385
2025-11-07 19:08:35.788761,-59,2025-11-07 19:08:36.181068692
2025-11-07 19:08:35.788761,-16129,2025-11-07 19:08:36.188761000
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.196453308
2025-11-07 19:08:35.788761,-83,2025-11-07 19:08:36.204145615
2025-11-07 19:08:35.788761,-17409,2025-11-07 19:08:36.211837923
2025-11-07 19:08:35.788761,-1,2025-11-07 19:08:36.219530231
2025-11-07 19:08:35.788761,135,2025-11-07 19:08:36.227222538
2025-11-07 19:08:35.788761,-21248,2025-11-07 19:08:36.234914846
2025-11-07 19:08:35.788761,2,2025-11-07 19:08:36.242607154
2025-11-07 19:08:35.788761,1340,2025-11-07 19:08:36.250299462
