timestamp,ecg
15:20:14.642597,94
15:20:14.642597,24064
15:20:14.642597,0
15:20:14.642597,94
15:20:14.642597,24064
15:20:14.642597,0
15:20:14.642597,91
15:20:14.642597,24064
15:20:14.642597,0
15:20:14.642597,103
15:20:14.642597,25856
15:20:14.642597,0
15:20:14.642597,94
15:20:14.642597,24064
15:20:14.642597,0
15:20:14.642597,94
15:20:14.642597,24064
15:20:14.642597,0
15:20:14.642597,94
15:20:14.642597,25088
15:20:14.642597,0
15:20:14.642597,103
15:20:14.642597,27648
15:20:14.642597,0
15:20:14.642597,103
15:20:14.642597,20992
15:20:14.642597,0
15:20:14.642597,48
15:20:14.642597,8448
15:20:14.642597,0
15:20:14.642597,41
15:20:14.642597,11008
15:20:14.642597,0
15:20:14.642597,53
15:20:14.642597,17152
15:20:14.642597,0
15:20:14.642597,67
15:20:14.642597,16640
15:20:14.642597,0
15:20:14.642597,77
15:20:14.642597,20224
15:20:14.642597,0
15:20:14.642597,69
15:20:14.642597,17152
15:20:14.642597,0
15:20:14.642597,72
15:20:14.642597,22016
15:20:14.642597,0
15:20:14.642597,147
15:20:14.642597,-18176
15:20:14.642597,0
15:20:14.642597,-48
15:20:14.642597,21503
15:20:14.642597,-3
15:20:14.642597,-1450
15:20:14.642597,3327
15:20:14.642597,-7
15:20:14.642597,-1216
15:20:14.642597,17663
15:20:14.642597,-1
15:20:14.642597,258
15:20:14.642597,31488
15:20:14.642597,0
15:20:14.642597,135
15:20:14.642597,2304
15:20:14.642597,1
15:20:14.642597,234
15:20:14.642597,-15616
15:20:14.642597,0
15:20:14.642597,219
15:20:14.642597,-13056
15:20:14.642597,0
15:20:14.642597,173
15:20:14.642597,-22528
15:20:14.642597,0
15:20:14.642597,161
15:20:14.642597,-29184
15:20:14.642597,0
15:20:14.642597,130
15:20:14.642597,30720
15:20:14.642597,0
15:20:14.642597,101
15:20:14.642597,22016
15:20:14.642597,0
15:20:14.642597,74
15:20:14.642597,15360
15:20:14.642597,0
15:20:14.642597,45
15:20:14.642597,7168
15:20:14.642597,0
15:20:14.642597,9
15:20:14.642597,-2304
15:20:14.642597,-1
15:20:14.642597,-26
15:20:14.642597,-8961
15:20:14.642597,-1
15:20:14.642597,-45
15:20:14.642597,-12545
15:20:14.642597,-1
15:20:14.642597,-53
15:20:14.642597,-14337
15:20:14.642597,-1
15:20:14.642597,-50
15:20:14.642597,-8193
15:20:14.642597,-1
15:20:14.642597,-7
15:20:14.642597,6911
15:20:14.642597,0
15:20:14.642597,60
15:20:15.229974,86
15:20:15.229974,27136
15:20:15.229974,0
15:20:15.229974,118
15:20:15.229974,31488
15:20:15.229974,0
15:20:15.229974,120
15:20:15.229974,28928
15:20:15.229974,0
15:20:15.229974,108
15:20:15.229974,25856
15:20:15.229974,0
