timestamp,ecg
11:13:16.267446,4637
11:13:16.267446,-20480
11:13:16.267446,19
11:13:16.267446,5310
11:13:16.267446,30208
11:13:16.267446,20
11:13:16.267446,5283
11:13:16.267446,-3584
11:13:16.267446,20
11:13:16.267446,5295
11:13:16.267446,25344
11:13:16.267446,20
11:13:16.267446,5169
11:13:16.267446,-6912
11:13:16.267446,19
11:13:16.267446,5105
11:13:16.267446,-22528
11:13:16.267446,20
11:13:16.267446,5322
11:13:16.267446,25088
11:13:16.267446,18
11:13:16.267446,3569
11:13:16.267446,2816
11:13:16.267446,11
11:13:16.267446,3116
11:13:16.267446,-19200
11:13:16.267446,14
11:13:16.267446,3931
11:13:16.267446,9472
11:13:16.267446,15
11:13:16.267446,3922
11:13:16.267446,-1536
11:13:16.267446,14
11:13:16.267446,3638
11:13:16.267446,-14336
11:13:16.267446,13
11:13:16.267446,3426
11:13:16.267446,-12800
11:13:16.267446,12
11:13:16.267446,3156
11:13:16.267446,-6400
11:13:16.267446,11
11:13:16.267446,2930
11:13:16.267446,-768
11:13:16.267446,10
11:13:16.267446,2708
11:13:16.267446,11776
11:13:16.267446,10
11:13:16.267446,2503
11:13:16.267446,24064
11:13:16.267446,9
11:13:16.267446,2289
11:13:16.267446,32256
11:13:16.267446,8
11:13:16.267446,2067
11:13:16.267446,-20736
11:13:16.267446,7
11:13:16.267446,1867
11:13:16.267446,-6656
11:13:16.267446,6
11:13:16.267446,1676
11:13:16.267446,14336
11:13:16.267446,6
11:13:16.267446,1518
11:13:16.267446,-22784
11:13:16.267446,5
11:13:16.267446,1373
11:13:16.267446,6656
11:13:16.267446,5
11:13:16.267446,1235
11:13:16.267446,-31232
11:13:16.267446,4
11:13:16.267446,1096
11:13:16.267446,3840
11:13:16.267446,4
11:13:16.267446,977
11:13:16.267446,-29184
11:13:16.267446,3
11:13:16.267446,853
11:13:16.267446,9472
11:13:16.267446,3
11:13:16.267446,751
11:13:16.267446,-19712
11:13:16.267446,2
11:13:16.267446,646
11:13:16.267446,22528
11:13:16.267446,2
11:13:16.267446,548
11:13:16.267446,-4352
11:13:16.267446,1
11:13:16.267446,443
11:13:16.267446,-30464
11:13:16.267446,1
11:13:16.267446,348
11:13:16.267446,12544
11:13:16.267446,1
11:13:16.267446,264
11:13:16.267446,-8192
11:13:16.267446,0
11:13:16.267446,195
11:13:16.267446,-23552
11:13:16.267446,0
11:13:16.267446,133
11:13:16.267446,26624
11:13:16.267446,0
11:13:16.267446,66
11:13:16.267446,4864
11:13:16.267446,0
11:13:16.267446,-33
11:13:16.816808,-54
11:13:16.816808,-14337
11:13:16.816808,-1
11:13:16.816808,-97
11:13:16.816808,29951
11:13:16.816808,-1
11:13:16.816808,-162
11:13:16.816808,17151
11:13:16.816808,-1
11:13:16.816808,-212
11:13:16.816808,9727
11:13:16.816808,-1
11:13:16.816808,-176
11:13:16.816808,12287
11:13:16.816808,0
11:13:16.816808,262
11:13:16.816808,-19456
11:13:16.816808,-1
11:13:16.816808,-1065
11:13:16.816808,-28673
11:13:16.816808,-8
11:13:16.816808,-1757
11:13:16.816808,9727
11:13:16.816808,-4
11:13:16.816808,-543
11:13:16.816808,16639
11:13:16.816808,-2
11:13:16.816808,-302
11:13:16.816808,4863
11:13:16.816808,-1
11:13:16.816808,-312
11:13:16.816808,-17665
11:13:16.816808,-2
11:13:16.816808,-312
11:13:16.816808,-22529
11:13:16.816808,-2
11:13:16.816808,-367
11:13:16.816808,-29185
11:13:16.816808,-2
11:13:16.816808,-383
11:13:16.816808,-32257
11:13:16.816808,-2
11:13:16.816808,-393
11:13:16.816808,23295
11:13:16.816808,-2
11:13:16.816808,-448
11:13:16.816808,13055
11:13:16.816808,-2
11:13:16.816808,-467
11:13:16.816808,10495
11:13:16.816808,-2
11:13:16.816808,-503
11:13:16.816808,-7681
11:13:16.816808,-3
11:13:16.816808,-562
11:13:16.816808,-15105
11:13:16.816808,-3
11:13:16.816808,-588
11:13:16.816808,-20481
11:13:16.816808,-3
11:13:16.816808,-596
11:13:16.816808,-24833
11:13:16.816808,-3
11:13:16.816808,-617
11:13:16.816808,-23041
11:13:16.816808,-3
11:13:16.816808,-603
11:13:16.816808,-32257
11:13:16.816808,-3
11:13:16.816808,-646
11:13:16.816808,-29185
11:13:16.816808,-3
11:13:16.816808,-641
11:13:16.816808,29695
11:13:16.816808,-3
11:13:16.816808,-643
11:13:16.816808,-32257
11:13:16.816808,-3
11:13:16.816808,-639
11:13:16.816808,32767
11:13:16.816808,-3
11:13:16.816808,-648
11:13:16.816808,30975
11:13:16.816808,-3
11:13:16.816808,-648
11:13:16.816808,25343
11:13:16.816808,-3
11:13:16.816808,-686
11:13:16.816808,23551
11:13:16.816808,-3
11:13:16.816808,-672
11:13:16.816808,20479
11:13:16.816808,-3
11:13:16.816808,-691
11:13:16.816808,23039
11:13:16.816808,-3
11:13:16.816808,-679
11:13:16.816808,19967
11:13:16.816808,-3
11:13:16.816808,-686
11:13:16.816808,25343
11:13:16.816808,-3
11:13:16.816808,-665
11:13:16.816808,27903
11:13:16.816808,-3
11:13:16.816808,-667
11:13:16.816808,18687
11:13:16.816808,-3
11:13:16.816808,-708
11:13:17.412786,-693
11:13:17.412786,21247
11:13:17.412786,-3
11:13:17.412786,-681
11:13:17.412786,24319
11:13:17.412786,-3
11:13:17.412786,-681
11:13:17.412786,18687
11:13:17.412786,-3
11:13:17.412786,-689
11:13:17.412786,23039
11:13:17.412786,-3
11:13:17.412786,-667
11:13:17.412786,-5377
11:13:17.412786,-3
11:13:17.412786,-236
11:13:17.412786,23807
11:13:17.412786,-1
11:13:17.412786,-772
11:13:17.412786,-2305
11:13:17.412786,-8
11:13:17.412786,-2308
11:13:17.412786,3839
11:13:17.412786,-7
11:13:17.412786,-1001
11:13:17.412786,13311
11:13:17.412786,-3
11:13:17.412786,-593
11:13:17.412786,17407
11:13:17.412786,-2
11:13:17.412786,-462
11:13:17.412786,5119
11:13:17.412786,-2
11:13:17.412786,-453
11:13:17.412786,14847
11:13:17.412786,-2
11:13:17.412786,-484
