timestamp,ecg,session,source_file
11:13:17.412786,13567,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-467,baseline,baseline.csv
11:13:17.412786,14847,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-450,baseline,baseline.csv
11:13:17.412786,13567,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-460,baseline,baseline.csv
11:13:17.412786,14847,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-464,baseline,baseline.csv
11:13:17.412786,6399,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-503,baseline,baseline.csv
11:13:17.412786,3327,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-510,baseline,baseline.csv
11:13:17.412786,-4097,baseline,baseline.csv
11:13:17.412786,-3,baseline,baseline.csv
11:13:17.412786,-522,baseline,baseline.csv
11:13:17.412786,3839,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-495,baseline,baseline.csv
11:13:17.412786,4607,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-484,baseline,baseline.csv
11:13:17.412786,6911,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-500,baseline,baseline.csv
11:13:17.412786,5631,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-474,baseline,baseline.csv
11:13:17.412786,8703,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-479,baseline,baseline.csv
11:13:17.412786,7423,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-493,baseline,baseline.csv
11:13:17.412786,12543,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-443,baseline,baseline.csv
11:13:17.412786,11775,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-474,baseline,baseline.csv
11:13:17.412786,16127,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-441,baseline,baseline.csv
11:13:17.412786,16639,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-455,baseline,baseline.csv
11:13:17.412786,14847,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-455,baseline,baseline.csv
11:13:17.412786,14847,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-450,baseline,baseline.csv
11:13:17.412786,15359,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-457,baseline,baseline.csv
11:13:17.412786,15359,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-436,baseline,baseline.csv
11:13:17.412786,22271,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-443,baseline,baseline.csv
11:13:17.412786,22271,baseline,baseline.csv
11:13:17.412786,-2,baseline,baseline.csv
11:13:17.412786,-388,baseline,baseline.csv
11:13:17.917682,-407,baseline,baseline.csv
11:13:17.917682,24063,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-393,baseline,baseline.csv
11:13:17.917682,28415,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-424,baseline,baseline.csv
11:13:17.917682,23295,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-410,baseline,baseline.csv
11:13:17.917682,30207,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-398,baseline,baseline.csv
11:13:17.917682,27647,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-395,baseline,baseline.csv
11:13:17.917682,31999,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-393,baseline,baseline.csv
11:13:17.917682,-9729,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-19,baseline,baseline.csv
11:13:17.917682,31743,baseline,baseline.csv
11:13:17.917682,0,baseline,baseline.csv
11:13:17.917682,-357,baseline,baseline.csv
11:13:17.917682,-21761,baseline,baseline.csv
11:13:17.917682,-6,baseline,baseline.csv
11:13:17.917682,-2048,baseline,baseline.csv
11:13:17.917682,17919,baseline,baseline.csv
11:13:17.917682,-7,baseline,baseline.csv
11:13:17.917682,-887,baseline,baseline.csv
11:13:17.917682,17407,baseline,baseline.csv
11:13:17.917682,-2,baseline,baseline.csv
11:13:17.917682,-319,baseline,baseline.csv
11:13:17.917682,22527,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-138,baseline,baseline.csv
11:13:17.917682,15359,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-181,baseline,baseline.csv
11:13:17.917682,27391,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-169,baseline,baseline.csv
11:13:17.917682,18431,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-176,baseline,baseline.csv
11:13:17.917682,20735,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-183,baseline,baseline.csv
11:13:17.917682,19455,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-169,baseline,baseline.csv
11:13:17.917682,22527,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-174,baseline,baseline.csv
11:13:17.917682,22527,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-171,baseline,baseline.csv
11:13:17.917682,15359,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-209,baseline,baseline.csv
11:13:17.917682,12287,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-219,baseline,baseline.csv
11:13:17.917682,7423,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-224,baseline,baseline.csv
11:13:17.917682,9215,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-219,baseline,baseline.csv
11:13:17.917682,11007,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-207,baseline,baseline.csv
11:13:17.917682,14591,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-202,baseline,baseline.csv
11:13:17.917682,12287,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-214,baseline,baseline.csv
11:13:17.917682,12287,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-207,baseline,baseline.csv
11:13:17.917682,12799,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-207,baseline,baseline.csv
11:13:17.917682,14079,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-200,baseline,baseline.csv
11:13:17.917682,15359,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-197,baseline,baseline.csv
11:13:17.917682,16383,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-190,baseline,baseline.csv
11:13:17.917682,15871,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-193,baseline,baseline.csv
11:13:17.917682,16383,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-205,baseline,baseline.csv
11:13:17.917682,14079,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-197,baseline,baseline.csv
11:13:17.917682,13311,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-209,baseline,baseline.csv
11:13:17.917682,14591,baseline,baseline.csv
11:13:17.917682,-1,baseline,baseline.csv
11:13:17.917682,-188,baseline,baseline.csv
11:13:18.466764,-178,baseline,baseline.csv
11:13:18.466764,22015,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-166,baseline,baseline.csv
11:13:18.466764,22015,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-178,baseline,baseline.csv
11:13:18.466764,17151,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-185,baseline,baseline.csv
11:13:18.466764,22015,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-164,baseline,baseline.csv
11:13:18.466764,20735,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-181,baseline,baseline.csv
11:13:18.466764,20735,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-174,baseline,baseline.csv
11:13:18.466764,23295,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-102,baseline,baseline.csv
11:13:18.466764,32511,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,348,baseline,baseline.csv
11:13:18.466764,9728,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,-906,baseline,baseline.csv
11:13:18.466764,15871,baseline,baseline.csv
11:13:18.466764,-7,baseline,baseline.csv
11:13:18.466764,-1602,baseline,baseline.csv
11:13:18.466764,-4353,baseline,baseline.csv
11:13:18.466764,-4,baseline,baseline.csv
11:13:18.466764,-264,baseline,baseline.csv
11:13:18.466764,29183,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-7,baseline,baseline.csv
11:13:18.466764,17151,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,14,baseline,baseline.csv
11:13:18.466764,2304,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,35,baseline,baseline.csv
11:13:18.466764,5888,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,11,baseline,baseline.csv
11:13:18.466764,2816,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,4,baseline,baseline.csv
11:13:18.466764,512,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,7,baseline,baseline.csv
11:13:18.466764,1792,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,4,baseline,baseline.csv
11:13:18.466764,1792,baseline,baseline.csv
11:13:18.466764,0,baseline,baseline.csv
11:13:18.466764,7,baseline,baseline.csv
11:13:18.466764,-1792,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-21,baseline,baseline.csv
11:13:18.466764,-8193,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-45,baseline,baseline.csv
11:13:18.466764,-14337,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-66,baseline,baseline.csv
11:13:18.466764,-17921,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-54,baseline,baseline.csv
11:13:18.466764,-11777,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-57,baseline,baseline.csv
11:13:18.466764,-13569,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-50,baseline,baseline.csv
11:13:18.466764,-14337,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-64,baseline,baseline.csv
11:13:18.466764,-16129,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-66,baseline,baseline.csv
11:13:18.466764,-15361,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-59,baseline,baseline.csv
11:13:18.466764,-14337,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-50,baseline,baseline.csv
11:13:18.466764,-12545,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-50,baseline,baseline.csv
11:13:18.466764,-11777,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-50,baseline,baseline.csv
11:13:18.466764,-14337,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-61,baseline,baseline.csv
11:13:18.466764,-14337,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-57,baseline,baseline.csv
11:13:18.466764,-16641,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-66,baseline,baseline.csv
11:13:18.466764,-16129,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-73,baseline,baseline.csv
11:13:18.466764,-19201,baseline,baseline.csv
11:13:18.466764,-1,baseline,baseline.csv
11:13:18.466764,-47,baseline,baseline.csv
11:13:19.017607,-28,baseline,baseline.csv
11:13:19.017607,-10497,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,-54,baseline,baseline.csv
11:13:19.017607,-13569,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,-69,baseline,baseline.csv
11:13:19.017607,-20481,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,-54,baseline,baseline.csv
11:13:19.017607,-9473,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,-64,baseline,baseline.csv
11:13:19.017607,-20481,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,-73,baseline,baseline.csv
11:13:19.017607,-17921,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,-78,baseline,baseline.csv
11:13:19.017607,-15361,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,81,baseline,baseline.csv
11:13:19.017607,26624,baseline,baseline.csv
11:13:19.017607,1,baseline,baseline.csv
11:13:19.017607,386,baseline,baseline.csv
11:13:19.017607,6400,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,-1196,baseline,baseline.csv
11:13:19.017607,-14081,baseline,baseline.csv
11:13:19.017607,-7,baseline,baseline.csv
11:13:19.017607,-1022,baseline,baseline.csv
11:13:19.017607,-12289,baseline,baseline.csv
11:13:19.017607,-2,baseline,baseline.csv
11:13:19.017607,-107,baseline,baseline.csv
11:13:19.017607,-8193,baseline,baseline.csv
11:13:19.017607,-1,baseline,baseline.csv
11:13:19.017607,116,baseline,baseline.csv
11:13:19.017607,29696,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,73,baseline,baseline.csv
11:13:19.017607,24832,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,92,baseline,baseline.csv
11:13:19.017607,17664,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,78,baseline,baseline.csv
11:13:19.017607,21248,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,64,baseline,baseline.csv
11:13:19.017607,16384,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,76,baseline,baseline.csv
11:13:19.017607,17664,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,57,baseline,baseline.csv
11:13:19.017607,13312,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,42,baseline,baseline.csv
11:13:19.017607,6656,baseline,baseline.csv
11:13:19.017607,0,baseline,baseline.csv
11:13:19.017607,11,baseline,baseline.csv
11:13:19.017607,-1792,baseline,baseline.csv
