timestamp,ecg,reconstructed_time
2025-11-07 12:07:05.675340,-36,2025-11-07 12:07:05.675340000
2025-11-07 12:07:05.675340,9215,2025-11-07 12:07:05.683032308
2025-11-07 12:07:05.675340,-1,2025-11-07 12:07:05.690724615
2025-11-07 12:07:05.675340,90,2025-11-07 12:07:05.698416923
2025-11-07 12:07:05.675340,4352,2025-11-07 12:07:05.706109231
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.713801538
2025-11-07 12:07:05.675340,-141,2025-11-07 12:07:05.721493846
2025-11-07 12:07:05.675340,-13825,2025-11-07 12:07:05.729186154
2025-11-07 12:07:05.675340,-1,2025-11-07 12:07:05.736878462
2025-11-07 12:07:05.675340,-17,2025-11-07 12:07:05.744570769
2025-11-07 12:07:05.675340,-15873,2025-11-07 12:07:05.752263077
2025-11-07 12:07:05.675340,-1,2025-11-07 12:07:05.759955385
2025-11-07 12:07:05.675340,-41,2025-11-07 12:07:05.767647692
2025-11-07 12:07:05.675340,-2049,2025-11-07 12:07:05.775340000
2025-11-07 12:07:05.675340,-1,2025-11-07 12:07:05.783032308
2025-11-07 12:07:05.675340,-14,2025-11-07 12:07:05.790724615
2025-11-07 12:07:05.675340,-1537,2025-11-07 12:07:05.798416923
2025-11-07 12:07:05.675340,-1,2025-11-07 12:07:05.806109231
2025-11-07 12:07:05.675340,19,2025-11-07 12:07:05.813801538
2025-11-07 12:07:05.675340,7936,2025-11-07 12:07:05.821493846
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.829186154
2025-11-07 12:07:05.675340,38,2025-11-07 12:07:05.836878462
2025-11-07 12:07:05.675340,13568,2025-11-07 12:07:05.844570769
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.852263077
2025-11-07 12:07:05.675340,65,2025-11-07 12:07:05.859955385
2025-11-07 12:07:05.675340,19200,2025-11-07 12:07:05.867647692
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.875340000
2025-11-07 12:07:05.675340,85,2025-11-07 12:07:05.883032308
2025-11-07 12:07:05.675340,24832,2025-11-07 12:07:05.890724615
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.898416923
2025-11-07 12:07:05.675340,111,2025-11-07 12:07:05.906109231
2025-11-07 12:07:05.675340,32256,2025-11-07 12:07:05.913801538
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.921493846
2025-11-07 12:07:05.675340,141,2025-11-07 12:07:05.929186154
2025-11-07 12:07:05.675340,-25088,2025-11-07 12:07:05.936878462
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.944570769
2025-11-07 12:07:05.675340,175,2025-11-07 12:07:05.952263077
2025-11-07 12:07:05.675340,-15872,2025-11-07 12:07:05.959955385
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.967647692
2025-11-07 12:07:05.675340,211,2025-11-07 12:07:05.975340000
2025-11-07 12:07:05.675340,-7680,2025-11-07 12:07:05.983032308
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:05.990724615
2025-11-07 12:07:05.675340,233,2025-11-07 12:07:05.998416923
2025-11-07 12:07:05.675340,-5888,2025-11-07 12:07:06.006109231
2025-11-07 12:07:05.675340,0,2025-11-07 12:07:06.013801538
2025-11-07 12:07:05.675340,231,2025-11-07 12:07:06.021493846
