timestamp,ecg
10:26:34.596674,-41
10:26:34.596674,-10753
10:26:34.596674,-1
10:26:34.596674,-33
10:26:34.596674,-7681
10:26:34.596674,-1
10:26:34.596674,-38
10:26:34.596674,-8193
10:26:34.596674,-1
10:26:34.596674,-19
10:26:34.596674,-1537
10:26:34.596674,-1
10:26:34.596674,-7
10:26:34.596674,-3841
10:26:34.596674,-1
10:26:34.596674,-7
10:26:34.596674,28671
10:26:34.596674,0
10:26:34.596674,452
10:26:34.596674,-19200
10:26:34.596674,3
10:26:34.596674,1225
10:26:34.596674,7680
10:26:34.596674,3
10:26:34.596674,-19
10:26:34.596674,-2817
10:26:34.596674,-2
10:26:34.596674,-43
10:26:34.596674,-12545
10:26:34.596674,-1
10:26:34.596674,-159
10:26:34.596674,-28161
10:26:34.596674,-1
10:26:34.596674,-87
10:26:34.596674,-29953
10:26:34.596674,-1
10:26:34.596674,-104
10:26:34.596674,-19969
10:26:34.596674,-1
10:26:34.596674,-87
10:26:34.596674,-20737
10:26:34.596674,-1
10:26:34.596674,-67
10:26:34.596674,-15617
10:26:34.596674,-1
10:26:34.596674,-58
10:26:34.596674,-10241
10:26:34.596674,-1
10:26:34.596674,-29
10:26:34.596674,-6401
10:26:34.596674,-1
10:26:34.596674,-16
10:26:34.596674,-769
10:26:34.596674,-1
10:26:34.596674,7
10:26:34.596674,4864
10:26:34.596674,0
10:26:34.596674,31
10:26:34.596674,11776
10:26:34.596674,0
10:26:34.596674,62
10:26:34.596674,17152
10:26:34.596674,0
10:26:34.596674,75
10:26:34.596674,20992
10:26:34.596674,0
10:26:34.596674,75
10:26:34.596674,15872
10:26:34.596674,0
10:26:34.596674,55
10:26:34.596674,12800
10:26:34.596674,0
10:26:34.596674,24
10:26:34.596674,-4096
10:26:34.596674,-1
10:26:34.596674,-53
10:26:34.596674,-20737
10:26:34.596674,-1
10:26:34.596674,-104
10:26:34.596674,-29953
10:26:34.596674,-1
10:26:34.596674,-135
10:26:34.596674,28671
10:26:34.596674,-1
10:26:34.596674,-145
10:26:34.596674,28671
10:26:34.596674,-1
10:26:34.596674,-147
10:26:34.596674,29439
10:26:34.596674,-1
10:26:34.596674,-133
10:26:34.596674,31743
10:26:34.596674,-1
10:26:34.596674,-135
10:26:34.596674,32511
10:26:34.596674,-1
10:26:34.596674,-118
10:26:34.596674,-28673
10:26:34.596674,-1
10:26:34.596674,-113
10:26:34.596674,-28161
10:26:34.596674,-1
10:26:34.596674,-101
