timestamp,ecg,reconstructed_time
2025-11-07 19:14:36.372824,-26,2025-11-07 19:14:36.372824000
2025-11-07 19:14:36.372824,-18433,2025-11-07 19:14:36.380516308
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.388208615
2025-11-07 19:14:36.372824,664,2025-11-07 19:14:36.395900923
2025-11-07 19:14:36.372824,12032,2025-11-07 19:14:36.403593231
2025-11-07 19:14:36.372824,4,2025-11-07 19:14:36.411285538
2025-11-07 19:14:36.372824,721,2025-11-07 19:14:36.418977846
2025-11-07 19:14:36.372824,-24320,2025-11-07 19:14:36.426670154
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.434362462
2025-11-07 19:14:36.372824,-288,2025-11-07 19:14:36.442054769
2025-11-07 19:14:36.372824,-7425,2025-11-07 19:14:36.449747077
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.457439385
2025-11-07 19:14:36.372824,-71,2025-11-07 19:14:36.465131692
2025-11-07 19:14:36.372824,26367,2025-11-07 19:14:36.472824000
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.480516308
2025-11-07 19:14:36.372824,-66,2025-11-07 19:14:36.488208615
2025-11-07 19:14:36.372824,-13569,2025-11-07 19:14:36.495900923
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.503593231
2025-11-07 19:14:36.372824,-95,2025-11-07 19:14:36.511285538
2025-11-07 19:14:36.372824,-16641,2025-11-07 19:14:36.518977846
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.526670154
2025-11-07 19:14:36.372824,-30,2025-11-07 19:14:36.534362462
2025-11-07 19:14:36.372824,-8193,2025-11-07 19:14:36.542054769
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.549747077
2025-11-07 19:14:36.372824,-35,2025-11-07 19:14:36.557439385
2025-11-07 19:14:36.372824,-5633,2025-11-07 19:14:36.565131692
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.572824000
2025-11-07 19:14:36.372824,-11,2025-11-07 19:14:36.580516308
2025-11-07 19:14:36.372824,767,2025-11-07 19:14:36.588208615
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.595900923
2025-11-07 19:14:36.372824,14,2025-11-07 19:14:36.603593231
2025-11-07 19:14:36.372824,6656,2025-11-07 19:14:36.611285538
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.618977846
2025-11-07 19:14:36.372824,45,2025-11-07 19:14:36.626670154
2025-11-07 19:14:36.372824,17664,2025-11-07 19:14:36.634362462
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.642054769
2025-11-07 19:14:36.372824,83,2025-11-07 19:14:36.649747077
2025-11-07 19:14:36.372824,26112,2025-11-07 19:14:36.657439385
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.665131692
2025-11-07 19:14:36.372824,133,2025-11-07 19:14:36.672824000
2025-11-07 19:14:36.372824,-23040,2025-11-07 19:14:36.680516308
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.688208615
2025-11-07 19:14:36.372824,195,2025-11-07 19:14:36.695900923
2025-11-07 19:14:36.372824,-11520,2025-11-07 19:14:36.703593231
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.711285538
2025-11-07 19:14:36.372824,214,2025-11-07 19:14:36.718977846
2025-11-07 19:14:36.372824,-10752,2025-11-07 19:14:36.726670154
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.734362462
2025-11-07 19:14:36.372824,202,2025-11-07 19:14:36.742054769
2025-11-07 19:14:36.372824,-22272,2025-11-07 19:14:36.749747077
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.757439385
2025-11-07 19:14:36.372824,114,2025-11-07 19:14:36.765131692
2025-11-07 19:14:36.372824,13824,2025-11-07 19:14:36.772824000
2025-11-07 19:14:36.372824,0,2025-11-07 19:14:36.780516308
2025-11-07 19:14:36.372824,-7,2025-11-07 19:14:36.788208615
2025-11-07 19:14:36.372824,-13569,2025-11-07 19:14:36.795900923
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.803593231
2025-11-07 19:14:36.372824,-78,2025-11-07 19:14:36.811285538
2025-11-07 19:14:36.372824,-23297,2025-11-07 19:14:36.818977846
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.826670154
2025-11-07 19:14:36.372824,-104,2025-11-07 19:14:36.834362462
2025-11-07 19:14:36.372824,-28161,2025-11-07 19:14:36.842054769
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.849747077
2025-11-07 19:14:36.372824,-107,2025-11-07 19:14:36.857439385
2025-11-07 19:14:36.372824,-26369,2025-11-07 19:14:36.865131692
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.872824000
2025-11-07 19:14:36.372824,-102,2025-11-07 19:14:36.880516308
2025-11-07 19:14:36.372824,-22785,2025-11-07 19:14:36.888208615
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.895900923
2025-11-07 19:14:36.372824,-85,2025-11-07 19:14:36.903593230
2025-11-07 19:14:36.372824,-22273,2025-11-07 19:14:36.911285538
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.918977846
2025-11-07 19:14:36.372824,-78,2025-11-07 19:14:36.926670154
2025-11-07 19:14:36.372824,-18433,2025-11-07 19:14:36.934362462
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.942054769
2025-11-07 19:14:36.372824,-71,2025-11-07 19:14:36.949747077
2025-11-07 19:14:36.372824,-16129,2025-11-07 19:14:36.957439385
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.965131692
2025-11-07 19:14:36.372824,-54,2025-11-07 19:14:36.972824000
2025-11-07 19:14:36.372824,-13569,2025-11-07 19:14:36.980516308
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:36.988208615
2025-11-07 19:14:36.372824,-49,2025-11-07 19:14:36.995900923
2025-11-07 19:14:36.372824,-9473,2025-11-07 19:14:37.003593231
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:37.011285538
2025-11-07 19:14:36.372824,-38,2025-11-07 19:14:37.018977846
2025-11-07 19:14:36.372824,-9985,2025-11-07 19:14:37.026670154
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:37.034362462
2025-11-07 19:14:36.372824,-45,2025-11-07 19:14:37.042054769
2025-11-07 19:14:36.372824,-11265,2025-11-07 19:14:37.049747077
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:37.057439385
2025-11-07 19:14:36.372824,-40,2025-11-07 19:14:37.065131692
2025-11-07 19:14:36.372824,-8705,2025-11-07 19:14:37.072824000
2025-11-07 19:14:36.372824,-1,2025-11-07 19:14:37.080516308
2025-11-07 19:14:36.372824,-23,2025-11-07 19:14:37.088208615
2025-11-07 19:14:36.372824,-769,2025-11-07 19:14:37.095900923
